Amis,English
"taluvuanamen a sasiq, saka tjaljaparavacamen a karakuda uta.","We are a bunch of ants, and we also work the hardest."
taluvuanamen,We're a bunch of
a,[indistinct]
sasiq,ants
saka,(not only ...) but also
tjaljaparavacamen,We're the hardest workers.
a,[indistinct]
karakuda,(of a machine) operate
uta,surname Ye
ainu ti Padrungdrung kati Sakinu?,Where are Padrungdrung and Sakinu?
ainu,Where is it?
ti,[indistinct]
Padrungdrung,(Name of person)
kati,respond in singing
Sakinu,(Name of person)
izua i unduziu.,On the sports field.
izua,Yes; in
i,[indistinct]
unduziu,Stadiums
kimapaqaqayam/malalumalj tua mekelj tiamadju.,They are running in a race.
kimapaqaqayam/malalumalj,Competition
tua,[indistinct]
mekelj,(military) march
tiamadju,They
tiima tjadjaljav?,Who is faster?
tiima,who
tjadjaljav,Faster
tjara ti Sakinu a tjadjaljav.,Sakinu should be faster.
tjara,I think so.
ti,[indistinct]
Sakinu,(Name of person)
a,[indistinct]
tjadjaljav,Faster
na zemangal/kisamulja saka ljemita tua qadav a kicaquan timadju.,Because he works hard and practices every day.
na,[indistinct]
zemangal/kisamulja,endeavor
saka,(not only ...) but also
ljemita tua qadav,everyday
a,[indistinct]
kicaquan,Practice
timadju,(used for either sex when the sex is unknown or unimportant)
nugiuzing a kukama.,My dad was a farmer.
nugiuzing,peasant
a,[indistinct]
kukama,My dad.
mazelizeli/maluljay a karakuda i kavuavuan a ljemita tua qadav.,Hard work every day in plowing the land.
mazelizeli/maluljay,with much toil
a,[indistinct]
karakuda,(of a machine) operate
i,[indistinct]
kavuavuan,plow land
a,[indistinct]
ljemita tua qadav,everyday
kumalji a nakipadrasiaravac.,Although the sun is beating down on me.
kumalji,even though
a,[indistinct]
nakipadrasiaravac,The sun is beating down on me.
sana selapay tua zengzengan.,And sweaty.
sana,(not only ...) but also
selapay,moisten
tua,apparel
zengzengan,He (the)
"ljakua, na pulami tua kinivaqu tusacavilj.","However, this year's harvest was a bumper crop of millet."
ljakua,still
na,[indistinct]
pulami,Harvest
tua,[indistinct]
kinivaqu,Harvested millet
tusacavilj,last year
sikanamaleva ti kama.,Makes Dad very happy and pleased.
sikanamaleva,glad sth.
ti kama,(informal) father
izua a kuzidingsia.,I have a bicycle.
izua,there are
a,[indistinct]
kuzidingsia,My bike.
pazidingsiaaken a ljemita tua qadav a sema kungkuan/gaku.,I ride my bike to school every day.
pazidingsiaaken,I ride a bicycle.
a,[indistinct]
ljemita tua qadav,everyday
a,[indistinct]
sema,"To, to"
kungkuan/gaku,Schools
"izua makatalj, sisakungkuan/gaku i kadjalanan.","One day, on the way to school."
izua makatalj,someday
sisakungkuan/gaku,At school...
i,over
kadjalanan,on the road
manumakapalak azua kuzidingsia.,And my bike broke down.
manumakapalak,It's broken.
azua,That.
kuzidingsia,My bike.
manguwaq secevungaken tjaysukaka.,Good thing I met your brother.
manguwaq,It's okay.
secevungaken,I met
tjaysukaka,Your brother.
saka timadjuanga na paqeljing tjanuaken.,He was the one who did me a favor.
saka,then
timadjuanga,It's him.
na,[indistinct]
paqeljing,help
tjanuaken,Yes...I
uri anema a tjapakazuaanan a sema Valangav?,How do we get to Taitung?
uri,will
anema,how
a,[indistinct]
tjapakazuaanan,We're here.
a,[indistinct]
sema,"To, to"
Valangav,Taitung (place name)
uri pakatuakisiaitjen.,Take the train.
uri,will
pakatuakisiaitjen,We'll take the train.
"nu pakatuakisiaitjen, kimaya nu makudakuda satjedjaljun?",How long will it take to get there by train?
nu,[indistinct]
pakatuakisiaitjen,We'll take the train.
kimaya,roughly
nu,[indistinct]
makudakuda,When; approximately
satjedjaljun,We'll get there.
kimaya a izua tu ita milingan.,It takes about an hour.
kimaya,roughly
a,[indistinct]
izua,there are
tu,[indistinct]
ita,One.
milingan,Hourly
tjadjaljav a pakatuakisia tuki basu?,Is the train faster than the bus?
tjadjaljav,Faster
a,[indistinct]
pakatuakisia,catch a train
tuki,maybe
basu,bus
tjadjaljav a pakatuakisia.,It is faster to take the train.
tjadjaljav,Faster
a,[indistinct]
pakatuakisia,catch a train
liavaravac a palidring/zidusia i kadjalanan.,Lots of cars on the road.
liavaravac,much
a,[indistinct]
palidring/zidusia,automobile
i,[indistinct]
kadjalanan,kind
na kinemnemitjen a djemavac.,We have to be careful when we walk.
na,[indistinct]
kinemnemitjen,We have to be careful.
a,[indistinct]
djemavac,go on foot
"nu ljevavavitjen tua basu, nakuya a kiljuvaq.",Don't race to be first on the bus.
nu,[indistinct]
ljevavavitjen,take
tua,[indistinct]
basu,bus
nakuya,may not
a,[indistinct]
kiljuvaq,striving be first and fearing to be last (idiom); outdoing one another
"nu pautubayitjen, tjara tjemalupung tua ancingmaw.",We wear helmets on our motorcycles.
nu,[indistinct]
pautubayitjen,We ride motorcycles.
",",[indistinct]
tjara,Must
tjemalupung,(fig.) stigmatize
tua,[indistinct]
ancingmaw,safety helmets
liavaravac a gadu a makaValangav.,There are very many mountains in Taitung.
liavaravac,much
a,[indistinct]
gadu,bundled straw in which silkworms spin cocoons
a,[indistinct]
makaValangav,Within Taitung
"azua a tjaljavavavan a gadu, mavan a i kavulungan.",The highest mountain there is at Mt. Dawu.
azua,There.
a,[indistinct]
tjaljavavavan,top
a,[indistinct]
gadu,bundled straw in which silkworms spin cocoons
mavan,just like
a,[indistinct]
i,over
kavulungan,Dawu Mountain (place name)
izua a gadu i tua nu qinaljan?,Does your tribe have mountains?
izua,there are
a,[indistinct]
gadu,bundled straw in which silkworms spin cocoons
i,over
tua,[indistinct]
nu qinaljan,Your tribe.
"ui, izua a gadu i tua niaqinaljan.","Yes, our tribe has mountains."
ui,yea
izua,there are
a,[indistinct]
gadu,bundled straw in which silkworms spin cocoons
i,over
tua,[indistinct]
niaqinaljan,Our tribe.
"izua tjavavav, izua tjateku.",Some are taller and some are shorter.
izua,there are
tjavavav,Higher
izua,there are
tjateku,Shorter
"kina, pasainu a sema Akaw?","Auntie, where is Pingtung headed?"
kina,step-mother
pasainu,Where to go
a,[indistinct]
sema,"To, to"
Akaw,Pingdong (place name)
pasakaledep a i Akaw.,Ping Tung is facing west.
pasakaledep,Facing west (sunken)
a,[indistinct]
i,over
Akaw,Pingdong (place name)
uri makatuaanemaitjen a sema Akaw?,How do we get to Pingtung?
uri,will
makatuaanemaitjen,What about us?
a,[indistinct]
sema,"To, to"
Akaw,Pingdong (place name)
pakatuakisiya tuki basu a sema Akaw.,Take a train or car to Pingtung.
pakatuakisiya,catch a train
tuki,maybe
basu,bus
a,[indistinct]
sema,"To, to"
Akaw,Pingdong (place name)
kimaya nu makudakuda satjedjaljun?,How long will it take to get there?
kimaya,approximately
nu,[indistinct]
makudakuda,when?
satjedjaljun,We'll get there.
tjara izua tu drusa tukian.,It should take two hours.
tjara,I think so.
izua,there are
tu,[indistinct]
drusa,stupid (Beijing dialect)
tukian,Time
anemanema i tjaladj tua ljavek?,What's in the sea?
anemanema,which ones?
i,exist
tjaladj,inside
tua,[indistinct]
ljavek,(dialect) numerous
"izua a ciqav, quzang katua gang.","There are fish, shrimp and crabs."
izua,there are
a,[indistinct]
ciqav,fish
quzang,shrimp
katua,respond in singing
gang,crabs
pida kula nua gang?,How many legs does a crab have?
pida,which (number)
kula,foot
nua,[indistinct]
gang,crabs
alu a kula nua gang.,Crabs have eight legs.
alu,8
a,[indistinct]
kula,foot
nua,[indistinct]
gang,crabs
sanemanema a zaljum i ljavek?,What does seawater taste like?
sanemanema,What's that smell?
a,[indistinct]
zaljum,(of clothes) classifier for number of washes
i,over
ljavek,(dialect) numerous
qapedapedang a zaljum i ljavek.,The sea is salty.
qapedapedang,Salty.
a,[indistinct]
zaljum,(of clothes) classifier for number of washes
i,[indistinct]
ljavek,(dialect) numerous
azua a kisankiciqav a rusaljaveljavek.,That fisherman often goes out to sea.
azua,That.
a,[indistinct]
kisankiciqav,Specialized Fishers
a,[indistinct]
rusaljaveljavek,Frequent Sailing
ljakiqaca a vali.,No matter how big the wind is.
ljakiqaca,however old
a,[indistinct]
vali,wind
ljakivavav a luduludan.,No matter how high the waves are.
ljakivavav,No matter how high.
a,[indistinct]
luduludan,dissipated
inika marekutj tiamadju.,They are not afraid.
inika,(negative prefix)
marekutj,be afraid
tiamadju,They
na mapeljuq sakamaya tua kinacu i varukur/gungkan.,The boat is always full.
na,[indistinct]
mapeljuq,It's full.
sakamaya,always
tua,[indistinct]
kinacu,loaded
i,over
varukur/gungkan,vessel
"vuvu, mangtjezangaaken a kemasikungkuan/gaku!","Grandma, I'm back from school!"
vuvu,paternal grandfather (mother)
mangtjezangaken,I'm back.
a,[indistinct]
kemasikungkuan/gaku,From School
"uh, manu imaza anga sun!","Oh, you're back!"
uh,"(particle) marker of surprise, sudden realization, reminder"
manu,Original
imaza nga sun,You're back.
na maculja sun?,Are you hungry?
na,[indistinct]
maculja sun,You're hungry.
"ui, na maculja ken. izua a kakanen?","Yes, I'm hungry. Is there any food?"
ui,yea
na,[indistinct]
maculja ken,I'm hungry.
izua,there are
a,[indistinct]
kakanen,foods
"auza a vasa i vavaw tua cukui, alapu sa kani.",The taro is on the table. Take it and eat it!
azua,There.
a,[indistinct]
vasa,Taro
i,over
vavaw,on top of
tua,[indistinct]
cukui,desks
alapu,You take it.
sa,[indistinct]
kani,Eat.
anema sukinatjengelayan a keman?,What do you like to eat?
anema,What's that?
sukinatjenglayan,Your favorite.
a,[indistinct]
keman,stammer
"tjatjengelayaken a keman tua vasa, saka tisun?",I prefer taro. How about you?
tjatjenglayaken,I like it better.
a,[indistinct]
keman,stammer
tua,[indistinct]
vasa,Taro
saka,That's it.
tisun,What about you?
"tjatjengelayaken a keman tua vurasi, masengacaken a keman tua paday.","I prefer groundnut, I don't like rice."
tjatjengelayaken,I like it better.
a,[indistinct]
keman,stammer
tua,[indistinct]
vurasi,sweet pota(Ipomoea batatas)
masengacaken,I don't like it.
a,[indistinct]
keman,stammer
tua,[indistinct]
paday,(polished) rice
"a qavay uta, kinuda a qemavay, kemeljangsun?",Millet cake is also delicious. Do you know how to make it?
a,[indistinct]
qavay,millet cake
uta,surname Ye
kinuda,How do you do it?
a,[indistinct]
qemavay,rice cake
kemeljansun,You know what?
inikaaken a kemeljang.,I don't know.
inikaaken,I don't...
a,[indistinct]
kemeljang,realize
kutuluayangasun nu tjayvililj.,I'll teach you later.
kutuluayangasun,I'll teach you again.
nu,[indistinct]
tjayvililj,in the future
"pai qiladju, anema uri sukanen?",Have a seat. What would you like to eat?
pai,Please.
qiladju,"take (a bus, airplane etc)"
anema,What's that?
uri,will
sukanen,You're going to eat.
izua a kinsa a paday?,Do you have rice?
izua,there are
a,[indistinct]
kinesa,have cooked
paday,Rice
"neka nu kinsa a paday, udung sakamaya, saka pazekatjananga.","There is no rice, only noodles, and please bear with me."
neka,"No, it's not."
nu,[indistinct]
kinsa,have cooked
paday,Rice
udung,noodles
sakamaya,only if
saka,and
pazekatjananga,I'm sorry.
"inika makuda, pavaiaken tu tjanuita i kisi tua udung.",It's okay. Give me a bowl of noodles.
inika makuda,It's okay.
pavaiaken,Give.
tu,[indistinct]
tjanuita,"""one"" radical in Chinese characters (Kangxi radical 1)"
i,exist
kisi,"classifier for food in bowls such as soup, rice, congee, wonton"
tua,[indistinct]
udung,noodles
uri pazuljusun tua macacam?,Do you want it a little spicy?
uri,will
pazuljusun,You have to add...
tua,[indistinct]
macacam,spicy
"ini, masengacaken tua macacam.","No, I don't like spicy food."
ini,(negative prefix)
masengacaken,I don't like it.
tua,[indistinct]
macacam,spicy
"pai! pasemalavu/qaqivu, izua a anemanema a tja kakanen a vangalj?",Please tell us what fruits we eat regularly.
pai,[indistinct]
pasemalavu/qaqivu,please specify
izua,there are
a,[indistinct]
anemanema,which ones?
a,[indistinct]
tja,We're
kakanen,edible
a,[indistinct]
vangalj,fruit
"izua a ljaves, katawa katua veljevelj, saka liyavanan a zuma.","There are pomegranates, papayas and bananas, among many others."
izua,there are
a,[indistinct]
ljaves,pomegranate
katawa,genus Chaenomeles of shrubs in the family Rosaceae
katua,respond in singing
veljevelj,bananas
saka,And
liyavanan,enough
a,[indistinct]
zuma,(sth. or sb) else
ljemitasun tua qadav a keman tua kakanen a vangalj?,Do you eat fruit every day?
ljemitasun,Each of you.
tua,[indistinct]
qadav,sky
a,[indistinct]
keman,stammer
tua,[indistinct]
kakanen,foods
a,[indistinct]
vangalj,fruit
"ui, rukanaken.","Yes, I eat it often."
ui,yea
rukanaken,I eat it all the time.
nu rukanitjen metarivak a tjakinacavacavan.,"If we eat it regularly, it will make us healthy."
nu,in the event that
rukanitjen,eat often
metarivak,field sth. Health
a,[indistinct]
tjakinacavacavan,Our bodies.
izua nu talem a kidray?,Do you have a Sakya in your house?
izua,there are
nu talem,You grew it.
a,[indistinct]
kidray,Sakya (name)
izua drusa a qapuluan i pasusangas/pasaqayav tua niaumaq.,There are two in front of our house.
izua,there are
drusa,stupid (Beijing dialect)
a,[indistinct]
qapuluan,"classifier for plants e.g. trees, shrubs and most vegetables"
i,over
pasusangas/pasaqayav,Before; preceding
tua,[indistinct]
niaumaq,Our Home
azua nu kidray venangalj a ljemita tua cavilj?,Do your siddharths come true every year?
azua,those
nu,Yours.
kidray,Sakya (name)
venangalj,Results
a,[indistinct]
ljemita,each
tua,[indistinct]
cavilj,surname Nian
"ui, namaqadav aravac, sika namanguaq nu venangalj.","Yes, the fruits are full because of the sunshine."
ui,yea
namaqadav aravac,Very sunny.
sika,the reason why
namanguaq,Good looking.
nu,[indistinct]
venangalj,Results
izua suyka i tua pingsiang?,Is there any watermelon in the fridge?
izua,there are
suyka,cantaloupe
i,[indistinct]
tua,[indistinct]
pingsiang,freezer cabinet
"izua, vinelian ni kama katiav.","Yes, Dad bought it yesterday."
izua,there are
vinelian,purchased
ni,[indistinct]
kama,(informal) father
katiav,yesterday
"semezamaravac, pakirimu sa peceviqi azua suyka.",It's a hot day. Cut up that watermelon!
semezamaravac,It's very hot.
pakirimu,hurry up
sa,[indistinct]
peceviqi,cut open
azua,That.
suyka,cantaloupe
"ui, tjasanguaq nu tjapuqatian tu kedri.","Yes, we add a little salt to make it better."
ui,yea
tjasanguaq,tastier
nu,[indistinct]
tjapuqatian,Salt
tu,[indistinct]
kedri,one point
"sinsi, saqetju a kualjis.","Teacher, I have a toothache."
sinsi,Teacher.
saqetju,thoroughly
a,[indistinct]
kualjis,My teeth.
"masarukansun tua alju, sikamacaljameq a sualjis.","Probably you eat a lot of candies, which makes your teeth decayed."
masarukansun,I guess you like it.
tua,[indistinct]
alju,confectionary
sikamacaljameq,be corroded
a,[indistinct]
sualjis,Your teeth.
uri kukudainanga?,What am I going to do?
uri,will
kukudainanga,What am I gonna do?
vaiku a kirimu a kipapucemel tua kuysang.,You should go to the doctor as soon as possible.
vaiku,Go on.
a,[indistinct]
kirimu,hurry up
a,[indistinct]
kipapucemel,therapy
tua,[indistinct]
kuysang,Doctor.
"kemasi tucu, sukedriuanga a keman tua alju, saka kisamuljauanga a menuermur.","From now on, you should eat less candy and rinse your mouth regularly."
kemasi,from
tucu,Now.
sukedriuanga,You'll have to cut back.
a,[indistinct]
keman,stammer
tua,[indistinct]
alju,confectionary
saka,and
kisamuljau,You have to be serious.
a,[indistinct]
menuermur,rinse one's mouth
"kemazala a sinsi tjanuaken, tu rukilangdaken tua tulu aya.",My teacher praised me and told me that I was very obedient in class.
kemazala,Praise
a,[indistinct]
sinsi,Teacher.
tjanuaken,For me.
tu,[indistinct]
rukilangdaken,I'm obedient.
tua,[indistinct]
tulu,teaching
aya,say
"nu uri kemananga, pilimanan a pasusangas.","When it's time to eat, I wash my hands beforehand."
nu,[indistinct]
uri,will
kemananga,It's time to eat.
pilimanan,wash your hands first
a,[indistinct]
pasusangas,ahead
sa gudemen a keman a kakanen a penuljat.,"Then, the whole food will be eaten."
sa,[indistinct]
gudemen,finish eating
a,[indistinct]
keman,stammer
a,[indistinct]
kakanen,foods
a,[indistinct]
penuljat,full
"nu makakan, kimurmuranan.",Brush your teeth after eating.
nu,[indistinct]
makakan,After you eat.
kimurmuranan,Brush your teeth first.
saka makayanan a semenav tua kinanan.,And do the dishes.
saka,and
makayanan,I'll do it again.
a,[indistinct]
semenav,develop (photo)
tua,[indistinct]
kinanan,used chopsticks and utensils
"azua a tjacengelj, izua vutjulj, ciqav katua ljaceng.","For our lunch, we had meat, fish and greens."
azua,That.
a,[indistinct]
tjacengelj,Our Lunch
izua,there are
vutjulj,(coll.) (of a fruit) squashy
",",[indistinct]
ciqav,fish
katua,cap (a poem)
ljaceng,Chinese cabbage
"uza aicu a djamay nua i kungkuan, pinetjan tu tjacengelj?",Are these the dishes that the school arranges for us for lunch?
uza aicu,These
a,[indistinct]
